ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
656489481,Photo,White-necked Jacobin,Florisuga mellivora,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Florisuga mellivora,whnjac1,Species,4227,,.00,0,,1891,2521
656489395,Photo,Green Honeycreeper,Chlorophanes spiza,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Chlorophanes spiza,grehon1,Species,35188,,.00,0,,1942,2589
656489348,Photo,Thick-billed Euphonia,Euphonia laniirostris,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Euphonia laniirostris,thbeup1,Species,32033,,.00,0,,1832,2443
656489346,Photo,Thick-billed Euphonia,Euphonia laniirostris,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Euphonia laniirostris,thbeup1,Species,32033,,.00,0,,1927,2569
656489279,Photo,Western Emerald,Chlorostilbon melanorhynchus,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Chlorostilbon melanorhynchus,weseme1,Species,4914,,.00,0,,1994,2659
656489259,Photo,Black-throated Mango,Anthracothorax nigricollis,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Anthracothorax nigricollis,bltman1,Species,4384,,4.00,1,,1889,2519
656488979,Photo,Rufous-tailed Hummingbird,Amazilia tzacatl,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Amazilia tzacatl,rtlhum,Species,5111,,.00,0,,1883,2511
656487825,Photo,Bananaquit,Coereba flaveola,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Coereba flaveola,banana,Species,35644,,.00,0,,1919,2559
656487782,Photo,Saffron Finch,Sicalis flaveola,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Sicalis flaveola,saffin,Species,35477,,.00,0,,1856,2475
656487745,Photo,Blue-gray Tanager,Thraupis episcopus,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Thraupis episcopus,bugtan,Species,34933,,.00,0,,1802,2403
656487700,Photo,Summer Tanager,Piranga rubra,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Piranga rubra,sumtan,Species,34432,,.00,0,,1899,2532
656487471,Photo,Northern Waterthrush,Parkesia noveboracensis,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Parkesia noveboracensis,norwat,Species,33953,,.00,0,,1792,2389
656487399,Photo,Cocoa Thrush,Turdus fumigatus,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Turdus fumigatus,cocthr1,Species,28751,,4.00,1,,2028,2704
656487378,Photo,Black-billed Thrush,Turdus ignobilis,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Turdus ignobilis,blbthr1,Species,28702,,.00,0,,1751,2335
656487323,Photo,Southern Rough-winged Swallow,Stelgidopteryx ruficollis,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Stelgidopteryx ruficollis,srwswa1,Species,24116,,.00,0,,1855,2473
656487256,Photo,Great Kiskadee,Pitangus sulphuratus,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Pitangus sulphuratus,grekis,Species,17368,,.00,0,,1955,2607
656487210,Photo,Golden-faced Tyrannulet,Zimmerius chrysops,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Zimmerius chrysops,goftyr1,Species,16806,,.00,0,,1915,2553
656487211,Photo,Golden-faced Tyrannulet,Zimmerius chrysops,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Zimmerius chrysops,goftyr1,Species,16806,,.00,0,,1802,2403
656487109,Photo,Golden-collared Manakin,Manacus vitellinus,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Manacus vitellinus,gocman1,Species,15766,,.00,0,,2041,2721
656487108,Photo,Golden-collared Manakin,Manacus vitellinus,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Manacus vitellinus,gocman1,Species,15766,,.00,0,,2006,2675
656486905,Photo,Blue-lored Antbird,Hafferia immaculata,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Hafferia immaculata,immant1,Species,14058,,.00,0,,1964,2619
656486879,Photo,Bar-crested Antshrike,Thamnophilus multistriatus,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Thamnophilus multistriatus,bacant2,Species,13518,,3.00,1,,2075,2767
656486853,Photo,Great Antshrike,Taraba major,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Taraba major,greant1,Species,13464,,.00,0,,1974,2632
656486852,Photo,Great Antshrike,Taraba major,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Taraba major,greant1,Species,13464,,.00,0,,1981,2641
656486797,Photo,Brown-throated Parakeet,Eupsittula pertinax,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Eupsittula pertinax,brtpar1,Species,13102,,.00,0,,2009,2679
656486783,Photo,Spectacled Parrotlet,Forpus conspicillatus,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Forpus conspicillatus,spepar1,Species,12996,,.00,0,,1920,2560
656486784,Photo,Spectacled Parrotlet,Forpus conspicillatus,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Forpus conspicillatus,spepar1,Species,12996,,.00,0,,1902,2536
656486387,Photo,Red-crowned Woodpecker,Melanerpes rubricapillus,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Melanerpes rubricapillus,recwoo1,Species,11171,,.00,0,,2096,2795
656486386,Photo,Red-crowned Woodpecker,Melanerpes rubricapillus,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Melanerpes rubricapillus,recwoo1,Species,11171,,.00,0,,2027,2703
656486351,Photo,Andean Motmot,Momotus aequatorialis,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Momotus aequatorialis,higmot1,Species,9880,,.00,0,,1947,2596
656486252,Photo,Broad-winged Hawk,Buteo platypterus,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Buteo platypterus,brwhaw,Species,8479,,.00,0,,2255,3007
656486190,Photo,Black Vulture,Coragyps atratus,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Coragyps atratus,blkvul,Species,7811,,.00,0,,1763,2351
656486095,Photo,Green Hermit,Phaethornis guy,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Phaethornis guy,greher1,Species,4260,,.00,0,,1988,2651
656486014,Photo,Eared Dove,Zenaida auriculata,,,Luis Carlos García Mejía,2026-02-08,2026,2,8,610,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S332049288,"",,,,,Zenaida auriculata,eardov1,Species,2400,,.00,0,,2020,2693
656466859,Photo,Tourmaline Sunangel,Heliangelus exortis,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Heliangelus exortis,tousun1,Species,4414,,.00,0,,1686,1409
656466490,Photo,Masked Flowerpiercer,Diglossa cyanea,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Diglossa cyanea,masflo1,Species,35330,,.00,0,,2887,1765
656466454,Photo,Lacrimose Mountain Tanager,Anisognathus lacrymosus,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Anisognathus lacrymosus,lamtan1,Species,34872,,.00,0,,2017,2131
656466398,Photo,Northern Slaty Brushfinch,Atlapetes schistaceus,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Atlapetes schistaceus,slabru1,Species,33474,,.00,0,,2494,3140
656466397,Photo,Northern Slaty Brushfinch,Atlapetes schistaceus,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Atlapetes schistaceus,slabru1,Species,33474,,.00,0,,1843,2220
656466395,Photo,Northern Slaty Brushfinch,Atlapetes schistaceus,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Atlapetes schistaceus,slabru1,Species,33474,,.00,0,,1631,2454
656466368,Photo,Gray-browed Brushfinch,Arremon assimilis,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Arremon assimilis,sthbrf8,Species,33041,,.00,0,,1684,2261
656466367,Photo,Gray-browed Brushfinch,Arremon assimilis,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Arremon assimilis,sthbrf8,Species,33041,,.00,0,,1165,1737
656466333,Photo,Great Thrush,Turdus fuscater,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Turdus fuscater,grethr1,Species,28677,,.00,0,,2052,2433
656466310,Photo,Grass Wren,Cistothorus platensis,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Cistothorus platensis,sedwre,Species,27304,,.00,0,,1229,1319
656466311,Photo,Grass Wren,Cistothorus platensis,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Cistothorus platensis,sedwre,Species,27304,,.00,0,,1177,1503
656466309,Photo,Grass Wren,Cistothorus platensis,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Cistothorus platensis,sedwre,Species,27304,,.00,0,,1288,1387
656466290,Photo,Mountain Wren,Troglodytes solstitialis,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Troglodytes solstitialis,mouwre1,Species,27245,,.00,0,,3122,4430
656466285,Photo,Mountain Wren,Troglodytes solstitialis,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Troglodytes solstitialis,mouwre1,Species,27245,,.00,0,,1348,1313
656466262,Photo,Yellow-bellied Chat-Tyrant,Silvicultrix diadema,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Silvicultrix diadema,yebcht1,Species,17181,,5.00,1,,1476,1701
656466261,Photo,Yellow-bellied Chat-Tyrant,Silvicultrix diadema,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Silvicultrix diadema,yebcht1,Species,17181,,.00,0,,1400,1645
656466238,Photo,White-browed Spinetail,Hellmayrea gularis,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Hellmayrea gularis,whbspi2,Species,15366,,.00,0,,2458,2603
656466206,Photo,Gray-breasted Mountain-Toucan,Andigena hypoglauca,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Andigena hypoglauca,gybmot1,Species,10871,,.00,0,,3094,2442
656466209,Photo,Gray-breasted Mountain-Toucan,Andigena hypoglauca,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Andigena hypoglauca,gybmot1,Species,10871,,.00,0,,3033,3081
656466205,Photo,Gray-breasted Mountain-Toucan,Andigena hypoglauca,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Andigena hypoglauca,gybmot1,Species,10871,,.00,0,,1882,3320
656466155,Photo,Buff-tailed Coronet,Boissonneaua flavescens,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Boissonneaua flavescens,butcor1,Species,4672,,.00,0,,1560,1311
656466130,Photo,Sword-billed Hummingbird,Ensifera ensifera,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Ensifera ensifera,swbhum1,Species,4667,,.00,0,,2170,3324
656466129,Photo,Sword-billed Hummingbird,Ensifera ensifera,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Ensifera ensifera,swbhum1,Species,4667,,.00,0,,2562,2328
656466113,Photo,Buff-winged Starfrontlet,Coeligena lutetiae,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Coeligena lutetiae,buwsta1,Species,4648,,.00,0,,1736,2280
656466104,Photo,Collared Inca,Coeligena torquata,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Coeligena torquata,colinc1,Species,4623,,.00,0,,2078,2360
656466029,Photo,Shining Sunbeam,Aglaeactis cupripennis,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Aglaeactis cupripennis,shisun1,Species,4604,,.00,0,,2183,1805
656466027,Photo,Shining Sunbeam,Aglaeactis cupripennis,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Aglaeactis cupripennis,shisun1,Species,4604,,.00,0,,1297,1077
656466028,Photo,Shining Sunbeam,Aglaeactis cupripennis,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Aglaeactis cupripennis,shisun1,Species,4604,,.00,0,,1576,1247
656465989,Photo,Sparkling Violetear,Colibri coruscans,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Colibri coruscans,spvear1,Species,4354,,.00,0,,2052,1668
656465992,Photo,Sparkling Violetear,Colibri coruscans,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Colibri coruscans,spvear1,Species,4354,,.00,0,,2516,3596
656465849,Photo,Sickle-winged Guan,Chamaepetes goudotii,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Chamaepetes goudotii,siwgua1,Species,855,,.00,0,,2532,3614
656465851,Photo,Sickle-winged Guan,Chamaepetes goudotii,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Chamaepetes goudotii,siwgua1,Species,855,,.00,0,,2873,3888
656465850,Photo,Sickle-winged Guan,Chamaepetes goudotii,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Chamaepetes goudotii,siwgua1,Species,855,,.00,0,,2959,3685
656465855,Photo,Sickle-winged Guan,Chamaepetes goudotii,,,Alan Burger,2026-04-10,2026,4,10,801,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S320387913,"",,,,,Chamaepetes goudotii,siwgua1,Species,855,,.00,0,,3165,4937
656463994,Photo,Shining Sunbeam,Aglaeactis cupripennis,,,Camilo Bernal,2026-04-02,2026,4,2,1136,Colombia,CO-CAL,Caldas,,Hotel Termales del Ruíz,4.9700471,-75.3780127,"",,Unspecified,false,false,,,,,,,S331954407,"",,,,,Aglaeactis cupripennis,shisun1,Species,4604,,.00,0,,2736,3648
656463741,Photo,Scarlet-bellied Mountain Tanager,Anisognathus igniventris,,,Camilo Bernal,2026-04-02,2026,4,2,1136,Colombia,CO-CAL,Caldas,,Hotel Termales del Ruíz,4.9700471,-75.3780127,"",,Unspecified,false,false,,,,,,,S331954407,"",,,,,Anisognathus igniventris,sbmtan1,Species,34883,,.00,0,,2736,3648
656463576,Photo,Lacrimose Mountain Tanager,Anisognathus lacrymosus,,,Camilo Bernal,2026-04-02,2026,4,2,1136,Colombia,CO-CAL,Caldas,,Hotel Termales del Ruíz,4.9700471,-75.3780127,"",,Unspecified,false,false,,,,,,,S331954407,"",,,,,Anisognathus lacrymosus,lamtan1,Species,34872,,.00,0,,2736,3648
656463489,Photo,Great Sapphirewing,Pterophanes cyanopterus,,,Camilo Bernal,2026-04-02,2026,4,2,1136,Colombia,CO-CAL,Caldas,,Hotel Termales del Ruíz,4.9700471,-75.3780127,"",,Unspecified,false,false,,,,,,,S331954407,"",,,,,Pterophanes cyanopterus,gresap1,Species,4668,,.00,0,,2736,3648
656463491,Photo,Great Sapphirewing,Pterophanes cyanopterus,,,Camilo Bernal,2026-04-02,2026,4,2,1136,Colombia,CO-CAL,Caldas,,Hotel Termales del Ruíz,4.9700471,-75.3780127,"",,Unspecified,false,false,,,,,,,S331954407,"",,,,,Pterophanes cyanopterus,gresap1,Species,4668,,.00,0,,2736,3648
656448764,Photo,Sickle-winged Guan,Chamaepetes goudotii,,,Lizzy Steell,2025-07-10,2025,7,10,1428,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S258739915,"",,,,,Chamaepetes goudotii,siwgua1,Species,855,,.00,0,,3696,3809
656445969,Photo,Sword-billed Hummingbird,Ensifera ensifera,,,Lizzy Steell,2025-07-10,2025,7,10,1428,Colombia,CO-CAL,Caldas,,Hacienda El Bosque,5.0246844,-75.3695476,"",,Unspecified,false,false,,,,,,,S258739915,"",,,,,Ensifera ensifera,swbhum1,Species,4667,,.00,0,,2127,3260
656389636,Photo,Blue-lored Antbird,Hafferia immaculata,,,Ryan Mandelbaum,2026-04-16,2026,4,16,554,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S322477063,"",,,,,Hafferia immaculata,immant1,Species,14058,,.00,0,,2668,4000
656389746,Photo,Black-billed Thrush,Turdus ignobilis,,,Ryan Mandelbaum,2026-04-16,2026,4,16,554,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S322477063,"",,,,,Turdus ignobilis,blbthr1,Species,28702,,2.00,1,,2668,4000
656389633,Photo,Blue-lored Antbird,Hafferia immaculata,,,Ryan Mandelbaum,2026-04-16,2026,4,16,554,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S322477063,"",,,,,Hafferia immaculata,immant1,Species,14058,,.00,0,,2668,4000
656389716,Photo,Flame-rumped Tanager,Ramphocelus flammigerus,,,Ryan Mandelbaum,2026-04-16,2026,4,16,554,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S322477063,"",,,,,Ramphocelus flammigerus,flrtan1,Species,34796,,.00,0,,2668,4000
656389737,Photo,Black-billed Thrush,Turdus ignobilis,,,Ryan Mandelbaum,2026-04-16,2026,4,16,554,Colombia,CO-CAL,Caldas,,Hotel Tinamú Birding Nature Reserve,5.0646858,-75.5921951,"",,Unspecified,false,false,,,,,,,S322477063,"",,,,,Turdus ignobilis,blbthr1,Species,28702,,2.00,1,,2668,4000
